"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
24,"0","2",0,"2",17,2,"5",1,"1",89.0549816298444,4.07250236820328,"9",2,"2",0.390311119543518,0.773158909831957,7,"0",15.8333971478341,3,1,1,9,0,2,0,1,0,5
32,"0","1",0.252905478710043,"3",10,1,"1",1,"2",76.7991254245887,3.19137892562829,"6",2,"1",0.135665051691873,0.171430756411366,0,"0",12.6897622416347,3,3,1,18,3,3,2,8,6,2
32,"0","3",0.214748727758119,"2",1,1,"1",2,"1",48.9680661211864,1.5256668166763,"6",3,"2",0.116788186955237,1,2,"1",9.86471489734052,3,3,1,9,2,3,10,3,0,6
30,"0","1",0.633012280406019,"3",6,2,"3",3,"1",100,2.68694886037219,"7",2,"3",0.566206985048201,0.199932037007638,2,"0",13.5819886391307,3,1,1,7,3,4,7,6,0,12
32,"0","2",0.456482614315993,"3",6,3,"2",4,"1",60.5388816471267,2.7376576730031,"9",4,"2",0.125247216422591,0.838105355751385,4,"0",15.6806074934584,3,1,1,6,2,4,8,5,2,0
58,"0","1",1,"2",1,1,"2",1,"1",74.3952437258087,1.72388453859202,"6",3,"2",0.300372693880139,0.960230636346869,7,"0",13.1822217251061,3,3,1,4,1,1,3,2,3,4
46,"0","1",0.91624350022956,"2",5,5,"2",1,"1",81.3227501942311,1.85170188864004,"5",3,"1",0,0.647861069372487,1,"0",15.1160639809551,3,2,1,11,2,2,9,8,5,11
47,"0","3",0.256439350731317,"2",1,1,"3",3,"1",55.167610433728,2.97076356881082,"3",4,"1",0.200571227634806,0.971155186325423,6,"0",17.2724166232431,3,2,1,8,0,1,5,1,0,7
25,"0","2",0.648047504390636,"2",6,1,"1",4,"2",70.9184327335367,2.58133330283089,"9",3,"1",0.0368190039611787,0.725725189342904,0,"0",9.66298529576568,3,1,1,13,2,2,0,0,2,0
37,"0","1",0.429627959161264,"2",21,3,"2",1,"1",37.4584237220682,-0.176948935384929,"8",3,"2",0.457823802893488,0,1,"0",19.7407540493991,3,1,1,2,0,2,4,0,0,2
41,"0","2",0.196859659464416,"1",1,3,"6",3,"2",38.6081534572821,4.06274682885363,"6",3,"1",0.50657260704908,0.276853471736863,0,"0",13.2941809718513,3,3,1,5,1,3,3,10,5,8
49,"0","3",0.616063939980353,"2",1,3,"1",3,"2",52.672824245664,2.5699159691915,"3",1,"3",0.317329011347964,0.806875982242309,3,"0",11.4805489848676,3,4,1,14,3,1,3,0,0,2
39,"0","3",0.586017549263693,"2",2,4,"1",1,"2",71.1728119245514,2.53837906691639,"4",1,"1",0.430872729038009,0,4,"0",21.2771069951855,3,1,1,3,0,3,6,3,3,0
41,"0","2",0.663322233755219,"1",1,3,"2",3,"1",84.5198614078974,2.67464904439967,"1",2,"2",0,0,0,"0",13.2243578186458,3,3,2,11,4,2,14,1,3,2
32,"0","2",0.520754776347288,"2",1,3,"2",1,"1",47.3092637573471,3.26322929668399,"6",2,"1",0.169397300892941,0.0314094133646079,5,"0",14.0989007081995,3,3,1,7,1,2,13,0,3,2
42,"0","1",0.818939115035476,"2",30,2,"6",2,"2",64.3906993920973,0.927914473053786,"7",1,"1",0.622600041473117,0.491119118368544,2,"0",16.28084901702,3,2,1,16,2,3,0,2,0,5
28,"0","2",0,"2",3,1,"3",1,"1",64.0453947930672,3.31677908863188,"7",3,"1",0,0.302605831845613,1,"0",21.4927399206259,4,3,1,3,3,2,5,0,0,2
39,"0","1",0.584017772232514,"2",10,1,"2",3,"1",100,1.02604397322441,"2",1,"1",0.441122159603607,0.238428208369771,7,"0",9.99104719639901,3,1,1,21,2,2,9,9,15,6
41,"0","1",0.540837986952165,"1",12,4,"6",2,"2",67.5678214243026,3.12519841345766,"4",3,"1",0.204602471871684,0.521579062099864,1,"0",12.0768249964019,3,3,2,5,2,3,0,3,0,7
41,"0","1",1,"1",2,4,"4",3,"2",31.1532111448524,2.92135005637192,"9",2,"2",0.227615827551701,0.539244222417047,4,"1",16.3499812754728,3,3,1,0,2,2,0,0,0,0
50,"0","2",0.626045089513344,"2",9,3,"3",1,"2",50.3901947008505,3.73078982201481,"7",4,"1",0.357000167900916,0.29811527933074,3,"1",9.28009413079521,3,1,2,14,3,2,7,5,3,2
40,"0","1",0.671079612347624,"2",27,2,"1",3,"2",72.2245820891033,2.82547385041577,"8",3,"1",0.472355954303228,0.711298257604843,1,"0",11.5470983598716,3,1,1,7,1,2,5,5,0,6
38,"0","2",0.0415451354746788,"2",16,1,"1",2,"1",30,1.795585873654,"8",1,"1",0,0,2,"0",8.24322306410021,3,1,1,4,1,3,6,1,2,0
35,"0","2",1,"1",10,2,"1",2,"2",36.3720695131789,2.03131653252884,"1",1,"2",0.441081014115221,0.71493294340114,4,"0",13.7716687596722,3,1,1,17,0,3,5,1,0,5
49,"0","2",0.610988068679909,"2",1,1,"3",3,"1",46.9103614918992,4.08651166957481,"1",2,"1",0.404020620106678,0.491308562439434,4,"0",19.6393148137586,4,1,3,21,0,3,11,6,11,5
46,"0","1",0.357312879654448,"1",28,3,"3",1,"1",100,3.3260137750733,"3",2,"2",1,0.881172392594719,8,"0",18.8347421506948,3,1,1,24,4,2,3,5,0,0
33,"0","3",0.220121714577553,"2",13,1,"5",1,"1",69.0115726693064,3.87642585082233,"5",3,"3",0.292378256638082,1,2,"0",16.7050085524596,3,4,1,0,2,3,5,0,0,0
18,"0","1",0.716115888828463,"2",29,2,"4",2,"1",33.2252121425393,2.69273568852572,"6",3,"3",0.0949169156293448,0.163711480916013,0,"0",11.9914163510086,3,2,1,0,3,1,0,2,0,1
51,"0","1",1,"2",24,5,"6",3,"2",82.3934220144868,3.18980786356806,"9",1,"1",0.312309247182864,0,8,"0",20.4897453514528,3,2,1,24,5,3,3,9,1,7
21,"0","1",0.633076216856507,"3",23,4,"2",3,"1",100,2.36981669218849,"9",3,"2",0.435271821272286,0.802102323707848,1,"0",15.8523174669135,3,2,1,11,3,3,1,0,1,1
35,"0","2",0.344087655104593,"2",9,2,"1",2,"1",100,2.1657836421525,"8",1,"2",0.463874744103087,0.781655736789703,4,"0",14.4862990042412,3,1,2,1,1,1,0,1,0,1
45,"0","3",0.780269491813877,"3",13,2,"1",3,"1",84.2266714135635,2.53328332616164,"7",4,"1",0.474335889238005,0.0267200943564367,1,"1",18.2577624526449,3,1,2,20,2,1,0,3,0,0
27,"0","1",0.673707321188431,"1",16,2,"5",4,"1",70.1303647171047,2.91339726786792,"8",2,"1",0.51164053240056,0,5,"0",16.2257498300301,3,4,2,6,1,1,8,8,1,9
38,"0","3",0.845496358834891,"3",1,5,"2",3,"1",83.8495220088787,2.79546426960284,"4",3,"1",0.285913399091666,0.301094005755285,4,"0",10.1984108694593,3,1,1,22,5,2,8,2,2,1
38,"0","2",0.257414586898288,"2",8,2,"3",3,"1",73.883426968849,1.8160839991295,"2",2,"2",0,0.178298033338079,0,"0",22.4997610696601,3,2,1,1,1,2,3,0,4,0
33,"0","2",0.773033742170131,"3",21,3,"2",3,"1",97.9994091878523,4.25596425957231,"6",3,"2",0.564342945590906,0,7,"0",13.7505273356701,3,2,2,8,4,3,2,1,0,0
30,"0","1",0.610589713869525,"1",12,3,"3",3,"1",64.3407080989336,2.32946398216501,"2",4,"2",0.131958822904585,0.305639001207664,2,"1",16.2940117628685,3,3,2,17,1,2,17,8,8,6
60,"0","1",0.290644388737052,"1",2,4,"2",3,"2",30,0.556284602859623,"1",2,"1",0.558234843190516,0.947864273016621,1,"0",14.3221606220016,3,3,1,18,2,3,14,5,0,0
46,"0","3",0.225415889690312,"2",1,2,"2",2,"1",31.8216855199669,2.21343541755574,"9",2,"1",0.261410600966966,0.824330446815363,4,"0",13.092579722152,3,3,2,8,6,1,7,5,4,4
29,"0","2",0.666588067523572,"2",6,1,"2",4,"1",54.6325888225537,3.8593961787976,"5",3,"3",0.109258449018128,0.721956790831691,0,"0",17.1969208088674,3,1,1,11,0,2,6,0,1,2
41,"0","2",0.277050561673449,"1",8,3,"1",2,"1",30,3.98008742022522,"1",2,"1",0.0998642443474986,0,2,"0",14.1999646984655,3,3,1,3,3,3,3,7,3,0
20,"0","3",0.217032971741176,"3",17,1,"1",2,"1",84.2319305900174,2.04535070025609,"9",1,"1",0.092220413281171,0.624169845063327,3,"0",10.4384078905024,3,1,1,6,0,3,0,2,0,0
39,"0","1",0.664703985748488,"3",21,1,"4",3,"2",78.6284836789514,2.9115500433835,"9",1,"1",0.290242813713276,0.744058449981674,0,"0",6.90846586484044,3,1,1,4,0,3,13,3,1,6
36,"0","2",0.785280352606463,"2",1,1,"1",4,"1",67.9733720965838,2.03641662262983,"2",1,"2",0.161104494928546,0.286160743077737,5,"0",18.6238434791828,3,4,1,18,4,3,9,13,5,7
33,"0","3",1,"1",25,1,"1",3,"1",67.5409111189219,2.3273067851665,"1",3,"1",0,0.439417430011514,1,"0",22.197398260596,4,2,1,0,1,3,0,0,0,0
45,"0","2",0.618618001372794,"2",25,3,"2",1,"1",76.3476567872195,2.84412180988244,"4",1,"3",0.251624522115003,0.843608482381979,1,"0",11.732254831944,3,3,1,13,4,2,4,9,1,4
47,"0","2",0.248405002136904,"1",1,3,"4",4,"2",56.353188499422,3.1452830886669,"3",1,"2",0.891926477518647,0.459231425160509,0,"0",11.4324778495909,3,2,1,40,1,2,38,4,5,12
38,"0","2",0.548193648513014,"2",13,4,"4",2,"1",53.6997522061885,3.09901196373398,"2",3,"2",0.502555144357414,0.585441739114903,3,"0",24.8285258961523,3,2,1,17,6,3,3,2,1,0
42,"0","3",0.482770345319357,"2",17,1,"2",4,"2",100,2.44758090535442,"7",3,"1",0.309746798628182,0.673255208877626,0,"0",7.72533770375585,3,2,1,11,0,3,9,9,1,10
38,"0","2",0.522810206298461,"3",10,4,"2",1,"2",74.3198915239166,2.53817696550786,"5",1,"1",0.526351935083306,0.534526160221444,0,"0",15.5567377220441,3,1,1,25,2,2,0,0,0,3
32,"0","2",0.537218139779456,"2",12,1,"2",2,"2",30.2121676237593,1.02389538327548,"5",3,"2",0.000346809730780406,1,3,"0",16.3527029513081,3,3,3,5,0,3,1,3,0,5
33,"0","1",0.436881027825192,"1",10,2,"2",2,"1",30,3.81604047744233,"5",3,"1",0.244192095148119,0.43501944956625,2,"0",16.2381471299217,3,3,1,7,1,3,1,1,2,5
32,"0","2",0.217657410904693,"2",11,2,"3",2,"2",38.5357785799262,2.14152070493667,"9",1,"1",0.0658283366248399,0.246936532946057,1,"0",15.2040555428881,3,1,2,0,1,3,17,6,0,7
31,"0","1",0.411958384423245,"1",23,4,"3",2,"1",30,3.44921385256137,"5",3,"1",0.136920461609249,1,0,"0",10.3536732872476,3,1,2,17,2,2,14,10,6,7
46,"0","2",0.152660711453305,"1",8,2,"2",2,"1",100,3.31713736829657,"6",4,"2",0,0.75609632065215,1,"0",15.5745978474099,3,3,1,2,0,1,0,1,0,1
18,"0","1",0.0279261274890373,"1",2,1,"3",3,"1",43.5175580631742,2.79142728040252,"2",3,"1",0.101325086296825,0.183032075035066,0,"0",19.8316577957287,3,2,1,0,0,3,1,0,6,3
55,"0","2",0.96060371412263,"1",16,4,"3",1,"2",60.360060310239,2.37786224899345,"1",3,"2",0.62578623014705,0.794322602290544,2,"0",10.587015767289,3,2,1,32,3,2,30,9,7,10
37,"0","2",0.618704066789139,"1",6,2,"2",4,"1",76.3293281473979,4.45455751499442,"1",1,"1",0.137798692396529,0.978668751792955,6,"0",16.4495160814747,4,1,2,14,3,3,6,5,0,6
60,"0","2",0.60886256413886,"2",8,3,"3",2,"1",100,3.44946119445524,"5",1,"1",0,0.361824377958698,4,"1",20.8668249436963,3,1,3,15,1,1,4,1,0,0
29,"0","1",0.996368612653797,"2",1,1,"2",2,"1",74.2039252503016,1.63840799022102,"5",3,"2",0.367989076321454,0.553669195379318,0,"0",24.0561362768649,4,2,1,13,1,2,4,5,4,10
43,"0","2",1,"3",1,4,"2",4,"1",77.8649442434741,2.60335439281526,"9",4,"3",0,0.297875815008268,0,"1",10.6058001858211,3,1,1,0,3,2,7,0,2,4
28,"0","2",0.936508467735251,"2",18,1,"5",2,"2",91.8319918360078,3.7223136184016,"6",2,"2",0.281557412054651,0.935047562141133,0,"0",28.1526408262498,4,2,1,1,6,2,8,8,0,6
37,"0","2",0.923273749286128,"2",1,1,"2",2,"1",50.1629997227308,2.86526340434984,"5",4,"3",0.859602072120855,0.124400087833983,3,"0",12.3338520364343,3,4,1,19,5,3,6,8,3,11
22,"0","1",0.511576661634762,"1",1,2,"2",2,"2",58.6548648462239,3.24919638156462,"2",4,"3",0.0376452038024298,0.657821582881569,0,"0",12.3035645824755,3,3,1,6,0,2,5,8,3,5
38,"0","1",0.621285385446752,"1",20,1,"3",2,"2",100,2.70331160037053,"2",2,"1",0.459868920136166,0.312384741788679,3,"1",12.8859597564968,3,2,2,17,3,3,1,2,3,4
31,"0","3",0.268657526445885,"2",1,2,"4",1,"1",100,2.4815940732306,"1",1,"2",0,0.299770953396339,4,"0",18.8831150253839,3,2,1,4,2,2,7,8,2,1
28,"0","2",1,"2",1,2,"4",4,"2",66.374393149143,3.39147777971311,"7",3,"3",0.117571470245952,0,0,"0",9.23234910047785,3,1,1,17,2,2,4,6,0,3
34,"0","2",0.606701996725218,"1",11,3,"1",3,"1",65.7889082765302,2.98491098019451,"6",3,"2",0.46729672606018,0.515960601944092,5,"1",15.157577536095,3,4,1,11,2,1,8,0,2,1
22,"0","2",0,"2",1,2,"3",2,"2",35.582742558657,2.74857007033407,"5",1,"2",0.310105351909597,0.598589707301468,0,"0",19.9864959892205,3,1,3,4,2,2,2,1,1,3
50,"0","2",0.384116944608284,"3",8,1,"3",1,"1",30,3.50600332390134,"6",1,"1",0.341388586384082,0.779248462295662,3,"0",18.7475457352319,3,4,1,15,3,3,7,1,0,3
36,"0","1",0.393978041315918,"3",12,1,"1",1,"2",30,2.97555230768497,"9",1,"2",0.244679801124198,0.21905519098005,0,"0",10.1961407072931,3,3,2,11,3,2,10,6,1,1
24,"0","2",0,"1",6,1,"6",2,"2",76.609664923816,1.60243441549063,"2",3,"1",0,0.381547415346861,0,"0",13.6286406292851,3,3,1,6,2,2,11,10,2,7
57,"0","3",0.50242134536307,"2",26,2,"2",1,"2",73.2182912787534,1.31611544273862,"3",3,"1",0.687797758716077,1,4,"0",16.8875858430876,3,3,1,17,3,1,2,0,0,0
27,"0","3",0.130481719319271,"1",1,2,"1",1,"2",67.4333625677885,1.46800164156096,"3",1,"1",0.345631127654616,0.608315624145681,1,"0",16.3491751457171,3,3,1,9,2,3,5,4,5,3
39,"0","1",0.380316977021434,"2",1,1,"3",3,"1",68.3382086240311,2.76703838001715,"7",3,"2",0.502219206440177,0.566081293505797,1,"0",15.140070625288,3,1,1,8,3,1,16,10,8,14
48,"0","2",0.941855899652908,"2",1,2,"5",1,"1",100,2.36390471847876,"7",4,"2",0.290270118889421,0.87533763809074,4,"0",24.2228660716561,3,1,1,0,0,2,0,2,0,0
35,"0","2",0.426057110036644,"1",3,3,"6",2,"2",100,2.92443742336182,"8",1,"1",0.108156862809539,0.110625807969563,5,"0",10.2458089184062,3,3,1,2,2,2,0,7,0,2
34,"0","1",0.143399098556753,"1",30,4,"4",1,"1",87.5776305346285,2.71779347670905,"5",3,"1",0,0.448818565947815,0,"1",13.2393893978851,3,1,2,17,0,2,14,13,4,6
39,"0","2",0.70219594447119,"1",3,3,"5",2,"2",89.3079530925762,5.04196221150169,"4",4,"1",0.00946247849049405,0.170884287297883,0,"0",18.5640100520984,3,1,1,4,1,2,11,5,9,0
18,"0","2",0.221896446900509,"1",8,4,"1",4,"1",65.4414884563906,3.5793003636307,"2",1,"3",0,1,3,"0",13.4638023452535,3,1,1,10,1,3,7,0,0,2
40,"0","2",0.459288876683091,"1",1,3,"2",1,"1",31.5010433871168,1.26774037991838,"5",4,"2",0.0478860782391292,0.665789974132911,0,"0",7.74524304113271,3,1,1,19,4,3,18,15,15,5
51,"0","2",0.674082347254934,"2",7,3,"1",2,"2",68.8619544036825,3.70580959168545,"7",2,"2",0.504257092776633,0.602270324598043,1,"0",15.555950503406,3,2,1,21,2,2,4,0,6,0
34,"0","2",0.631252327121418,"2",1,2,"3",2,"1",61.2714432624009,4.06239428666384,"3",3,"2",0.0894032560941022,0.272017374963247,1,"0",25.2964724360263,3,2,1,19,2,3,12,11,0,6
36,"0","3",0.705926388216684,"1",8,2,"5",2,"1",51.6205913412946,1.85320575451469,"1",3,"2",0,0.780369937888924,8,"0",14.8891791616472,3,1,1,19,2,3,0,0,0,0
28,"0","2",0,"2",11,4,"3",4,"1",44.9819269671017,1.9805817346688,"8",1,"1",0.114617316263095,0.601267054525048,6,"0",22.2521646544267,3,4,1,24,2,2,0,0,0,0
18,"0","1",0.292589800621384,"1",1,2,"1",2,"2",32.6852126866138,1.98323802217113,"1",4,"1",0,0.322536534770368,0,"0",11.0158269945235,3,1,1,10,3,2,0,4,8,2
34,"0","2",0.0970827450124788,"2",7,3,"2",2,"1",44.1918651182624,3.57657171201388,"9",3,"2",0,0.142032679125849,1,"0",14.557941829449,3,2,1,28,1,2,15,1,10,6
48,"0","3",0.537194635114744,"1",6,2,"3",2,"2",71.2350145335929,2.9711485036259,"4",3,"2",0.808928074714718,0.664580006189908,5,"0",24.8938781130062,4,2,1,8,4,4,5,1,0,1
32,"0","3",0.283429576600065,"1",15,3,"4",4,"2",52.9136230986694,0.465063230277119,"1",2,"2",0,0,0,"0",18.5161622315807,3,4,2,0,1,3,7,0,0,3
56,"0","1",1,"1",6,4,"2",3,"2",33.9916964115129,2.99592886235169,"1",3,"3",0.282326834082448,0.618345686906268,5,"0",10.6771034378112,3,1,1,14,3,3,2,5,2,1
44,"0","1",0.597233010253985,"1",12,2,"3",4,"1",35.6355582389293,2.56746229179433,"6",1,"1",0.216910535884021,0.696094909049384,0,"0",14.4758667539772,3,1,1,21,2,2,20,9,0,3
39,"0","3",0.735529411031128,"2",1,2,"3",4,"2",47.6449372048773,3.04301542568157,"6",2,"1",0.221106383942732,1,0,"0",15.360032770713,3,3,1,1,5,1,6,3,2,8
38,"0","2",0.720817589428555,"1",3,4,"4",2,"1",82.458499413721,4.15981856594578,"3",4,"2",0.455191852177527,0.218384236570168,6,"0",14.8858567083492,3,4,1,15,0,2,0,9,3,3
18,"1","2",0.884896126713833,"2",6,2,"1",2,"2",79.0638746727023,3.67096695622934,"4",1,"1",0,0.245421584941066,0,"0",22.7837960009114,4,4,1,6,0,1,0,2,0,0
18,"1","2",0.53972592351664,"1",13,1,"3",3,"1",100,1.37229671164878,"5",3,"2",0,0.671971515397833,1,"1",14.6537471540498,3,1,1,0,1,2,0,0,0,0
34,"1","3",0.63373607436461,"2",1,1,"6",1,"1",74.7163195968095,3.45136970665258,"9",1,"2",0.185533480606571,0.416903398120636,0,"1",16.0710286445928,3,1,1,0,4,2,0,4,2,4
22,"1","2",0.430226936534362,"2",11,2,"3",1,"1",68.8621558448257,0.947521651312951,"1",3,"3",0.0931934787417948,0.611207011772222,2,"0",23.6002618097815,3,3,1,5,4,3,11,5,0,2
40,"1","1",0.659432661801976,"3",23,3,"4",4,"1",55.1288232283918,4.94708395295625,"6",2,"1",0.170144853768114,1,7,"0",15.6350480509975,3,4,1,0,3,1,0,1,0,0
51,"1","2",0.466315023488262,"2",1,1,"3",1,"1",100,2.61533565496099,"6",3,"1",0,0.514585944441777,1,"1",6.36118785901132,3,1,1,8,0,2,0,0,1,7
34,"1","3",0.259834933855628,"1",21,4,"1",3,"1",95.41310689941,4.17758480010833,"1",1,"2",0.0894182003173393,1,0,"0",17.9298747991589,3,2,1,10,4,3,0,2,0,0
33,"1","1",0.0803032942295719,"2",1,2,"4",3,"1",69.1395940385488,2.75308867390034,"4",3,"2",0,0.642959981759445,0,"0",13.3829442956427,3,1,1,5,3,2,7,4,1,3
33,"1","1",0.158012058276446,"3",25,4,"2",4,"2",78.3922630317742,2.36206112222935,"9",2,"2",0.229257979093473,0.531741146857595,2,"1",12.2551640591148,3,3,1,7,1,3,8,5,0,0
30,"1","2",0.828274090464457,"1",17,2,"1",2,"1",34.9227713592684,3.15950954645626,"1",2,"1",0.291498392905069,0.560187986566166,9,"1",13.5676809971676,3,3,3,10,3,2,0,2,4,4
53,"1","3",0.327562997022995,"1",1,2,"2",1,"2",70.3339039309627,1.48484842567305,"5",3,"2",0.39913440519942,0.808863366009971,8,"1",10.2361495536742,3,4,1,21,2,3,0,1,0,7
23,"1","2",0.259323004191408,"2",17,2,"1",1,"1",32.3334780283442,2.5265559140318,"9",2,"1",0.186453860216491,0.583961361801016,2,"0",7.62872921183085,3,2,1,0,2,2,0,3,2,1
30,"1","3",0,"2",2,2,"1",3,"2",78.0157443090012,2.51474475097881,"2",2,"2",0.168975388600039,0.8204862978809,0,"0",9.13455273636949,3,3,1,0,2,3,1,3,0,0
46,"1","1",0.126550160172633,"3",1,5,"4",1,"1",44.8796605429418,1.4986960561971,"9",3,"2",0.0934648282434545,0.437412251589298,2,"0",16.3939617330982,3,1,1,1,2,3,11,0,0,0
21,"1","3",0.311564077628757,"1",1,2,"3",2,"1",37.6738020584503,2.60436524894715,"3",4,"1",0.0136921303781998,0.723366101278657,1,"0",14.2251644233795,3,1,1,6,4,2,4,3,5,0
19,"1","2",0.572468852822504,"2",1,3,"2",3,"2",45.0127074198641,4.69695344080044,"1",1,"2",0.276732495011325,0,1,"1",22.1697347372258,3,2,1,0,2,3,1,0,0,1
32,"1","2",0.864178974998626,"3",10,4,"6",1,"2",54.8768181949487,3.1177416159911,"8",2,"2",0.402789335153979,0.776128819814791,1,"0",18.0666065689306,3,1,3,13,0,3,2,0,0,0
58,"1","2",0,"1",1,3,"6",2,"1",75.728151618499,2.68051291411603,"7",4,"1",0.164795904702496,0.228557024915656,0,"0",17.5915016210345,3,4,1,40,4,3,37,6,1,9
37,"1","1",0.777039087722638,"2",9,2,"1",3,"1",79.773412968274,1.72631808212444,"9",4,"2",0.169678116730945,0.945481384913815,5,"1",11.586805262026,3,1,1,13,2,3,11,9,0,6
21,"1","2",0.0729628059552259,"3",17,2,"1",1,"1",51.3384221578161,2.11194723924218,"5",2,"1",0.348134352161817,0.661985701588164,4,"1",15.9713309142661,3,1,1,13,1,2,7,1,7,4
42,"1","2",0.661593340762081,"2",4,2,"1",1,"1",69.5572052280453,3.6703326924946,"1",4,"1",0.180865366477182,0.567356920305377,0,"0",17.3035019856311,3,3,1,14,3,2,20,2,0,6
36,"1","1",0.000539911682434097,"3",7,1,"3",3,"1",43.1831637554264,0.856880800663716,"6",3,"1",0,0.280222813691602,0,"0",13.9889177591685,3,4,1,2,2,2,5,0,1,0
29,"1","2",0.988735477576752,"2",1,2,"5",1,"2",66.3802408628042,3.56592423968671,"8",3,"2",0,0.846819915446076,6,"0",12.8434878625949,3,2,1,2,2,4,8,2,3,0
27,"1","2",0,"2",8,4,"1",1,"1",100,4.13619859596411,"5",1,"3",0.281140530126289,1,6,"0",18.3738459721956,3,2,1,0,2,3,6,1,0,4
36,"1","1",0.900237325042337,"2",17,4,"3",1,"1",94.7317948828445,1.84551767226426,"6",1,"1",0.233154472586051,0.418064708407485,2,"1",12.074076110366,3,1,2,17,2,2,7,5,1,3
40,"1","2",1,"2",8,4,"1",1,"1",99.1349951161432,1.02370746901116,"8",3,"2",0.0111093687359531,0.299417046727723,6,"0",13.0325894539813,3,2,1,18,3,1,7,0,0,0
40,"1","1",0.787661258866395,"2",1,2,"1",4,"1",33.3389443827747,3.58325255597417,"9",2,"2",0.0136252849266422,0.583781981526021,0,"0",15.4548813680417,3,3,1,7,1,1,12,5,6,9
38,"1","1",0,"2",1,2,"1",1,"2",100,2.74937099816438,"2",4,"1",0.305091087375185,0.329765201934422,7,"0",11.664592263666,3,4,4,24,2,2,15,5,10,5
41,"1","3",0.368950066616098,"1",6,4,"6",2,"1",95.5822714464058,1.98486685595918,"1",4,"1",0.728110975199375,0.413168068536458,0,"0",15.6499556610747,3,1,1,27,4,3,32,13,0,7
33,"1","1",0.511820218876864,"2",4,1,"6",1,"1",100,1.11057962679642,"7",1,"3",0.018846705665659,0.311663114923874,0,"0",24.6941800136213,3,1,1,5,6,3,0,0,0,4
19,"1","3",0.991076195418594,"3",21,2,"4",2,"2",75.2957551794003,3.44356466556024,"9",4,"3",0,0.753080589338407,1,"0",10.9077198221586,3,2,1,6,3,2,0,0,0,0
30,"1","2",0.167494401649719,"3",30,4,"1",1,"2",91.6064611937763,2.01383603761829,"7",1,"3",0.454441309153267,0.692585106575865,0,"1",11.6125471464201,3,3,1,15,1,3,3,11,0,0
49,"1","2",0.797834511037559,"3",25,1,"2",2,"1",77.0331662475013,3.92916936220425,"9",4,"3",0.28947597727258,0.252496754592648,4,"0",12.3821565488996,3,4,1,13,2,2,2,3,3,0
24,"1","2",1,"1",20,3,"4",1,"2",31.2377867176463,1.91299462524055,"2",2,"1",0.100100171812256,0.780175904770371,2,"0",19.068106479789,3,2,1,4,1,1,0,2,2,0
26,"1","1",0.502932424116081,"1",21,3,"2",1,"1",30,2.66853756314291,"4",1,"1",0.283018194205085,0.529126500687908,9,"1",13.1069322550181,3,3,1,12,0,2,4,0,0,0
28,"1","2",0.293091559630291,"3",6,2,"2",2,"1",30,1.6106200949485,"9",1,"3",0.0914208828238709,0.595915922330223,2,"0",13.1038086606901,3,2,1,5,4,2,0,4,4,2
36,"1","1",0,"2",1,2,"1",2,"2",79.3386467804018,3.16123988461962,"1",4,"1",0.77981830399561,0.321165663718052,7,"0",6.0804149860048,3,4,2,29,5,2,21,9,8,3
18,"1","1",0.403039792867471,"3",4,2,"4",3,"1",100,1.12498808581653,"7",2,"3",0,0.623034082757181,1,"0",18.6902488544619,3,1,1,0,5,4,4,2,0,0
23,"1","3",0.232274736065801,"3",12,1,"6",2,"2",30,2.95261059089381,"9",1,"2",0.0528008200761565,0.164149187873923,0,"0",8.36408632863439,3,2,1,0,2,2,0,0,0,1
51,"1","1",0.609824454941735,"2",13,4,"5",2,"2",51.7299598604373,2.52947910615582,"9",2,"1",0,0.390110940604928,6,"1",15.9725985539105,3,4,1,3,2,2,15,1,6,3
35,"1","2",0.511140284148369,"1",4,4,"6",3,"1",60.5417832397202,0.663028380455102,"1",1,"2",0.0620442611721666,0,5,"0",13.2354956270843,3,4,1,6,2,1,2,2,0,4
37,"1","2",0.13148386408333,"3",19,2,"1",1,"1",100,0.686566743963866,"8",2,"2",0.192830418398258,1,3,"0",8.64795075280794,3,2,1,5,1,3,8,3,2,1
33,"1","2",0.648244873707991,"1",3,1,"1",1,"2",38.5097526322482,2.11821654812697,"1",1,"1",0.0155756995049684,0,1,"1",18.3934651886775,3,4,2,0,4,4,6,0,2,0
53,"1","2",0.290501289650692,"3",1,1,"2",1,"1",64.6671063024221,1.87123980656645,"3",4,"1",0.905426154984018,0.831893742325888,0,"0",20.5124753515019,3,3,1,31,2,3,27,10,11,6
26,"1","1",0.929362152384446,"1",17,2,"6",3,"2",74.962665515236,0.848362184197797,"1",1,"3",0.59324281067454,0.782414591801774,3,"0",14.9446483026439,3,1,1,17,1,2,13,11,4,8
33,"1","1",0.276543313426246,"1",11,3,"6",3,"1",39.2391242301603,2.37659509665767,"5",1,"2",0.0632945609925184,0.591945211798403,8,"0",19.6108628035872,3,4,1,2,3,2,0,0,0,0
